conts_id,conts_ttl,addr,daddr,map_lat,map_lot,telno,conts_sumry,hmpg_addr,crcd_psblty_info,rprs_menu_guid,chdcnr_yn,bsn_hr_guid,packng_psblty_info,parkng_fclt_cn,rsvt_guid,hldy_guid,trtmnt_menu_cn,pet_acmpny_psblty_info,reg_dt
APD21112609144642791,불티나조개구이,인천광역시 중구 마시란로 241,(덕교동),37.439272808300,126.406526756100,,유명 맛집 TV 프로그램에 여러 차례 방영된 바 있는 인천 중구 조개구이 맛집이다. 각종 조개류와 각종 해산물을 넓은 철판에 구워 먹을 수 있으며 특히 커다란 가리비에 치즈가 올려진 조개구이가 인기가 좋다. 영종도 용유동 마시안 해변 해안도로에 위치한 이 식당은 탁 트인 공간에 해변에 가까이 있어 자연의 정취를 느끼며 조개구이를 즐길 수 있는 이름난 맛집이다.,https://www.instagram.com/bultina91,가능,조개구이,0,10:00~24:00 (라스트오더 22:30),가능,가능,전화,연중무휴,불티나 스페셜 / 남해안돌문어조개찜 / 가리비구이 등,,2025-10-03 08:30:08.637409000
APD21120710052202761,섬마을다리집,인천광역시 옹진군 북도면 신도로 254,,37.528399076800,126.436582667300,,"신도에서 시도로 건너가는 다리 앞에 위치한 섬마을다리집은 섬에서 나는 자연 재료로 누구나 가볍게 먹을 수 있는 메뉴를 구성했다. 어부인 사장님이 바다에서 잡아 올린 물고기 요리와 아내가 시도 앞바다에서 직접 잡아 온 소라와 바지락 등을 이용한 다양한 요리가 상에 오른다. 부부는 바다가 내어준 신선한 재료에 최소한의 양념만 가미해서 자연 그대로의 맛을 살리는데 그래선지 음식이 담백하고 먹고 나서도 위에 부담을 주지 않는다.<br>특히 섬마을밥상은 이런 요리철학과 식감에 대한 부부의 노력을 가장 뚜렷하게 느끼게 해주는 메뉴. 소라비빔밥+칼국수는 직접 바다에서 잡은 참소라와 채소를 듬뿍 넣은 비빔밥과 칼국수를 착한 가격에 맛볼 수 있는 실속 있는 음식이라 손님들의 만족도가 높다. 그 밖에 생선조림, 해물파전 등을 판매하고 있다.",,가능,소라비빔밥+칼국수,0,08:30~19:00,,가능 (소형 5대)<br>요금 (무료),전화 예약,연중무휴,칼국수 / 생선조림 / 해물파전 / 소라무침,,2025-10-03 08:30:08.637409000
APD21120710052340242,한판떠조개구이,인천광역시 중구 을왕동 179-330,,37.446749519200,126.395208140000,,"인천 을왕리 해변에 위치해 있는 조개구이 전문 식당이다. 넓은 식당 안에는 테이블에 둘러앉아 연탄구이로 조개구이를 먹을 수 있다. 주로 조개구이를 이용하지만, 산낙지, 회, 새우도 판매하고 있다. 조개구이를 주문하면 큼직한 가리비와 치즈와 채소가 듬뿍 들어간 각종 조개류들이 한판 푸짐하게 차려져 나온다. 삼겹살과 떡볶이도 함께 즐길 수 있도록 준비되어 있고 조개구이 한판 후에 즐기는 푸짐한 양의 해물칼국수와 해물라면도 인기 메뉴다.",,가능,조개구이,0,10:30 ~ 24:00,가능,주차가능,전화,,"조개, 새우, 낙지",,2025-10-03 08:30:08.637409000
ITD21120710072207337,경복궁 가좌점,인천 서구 원적로 132,,37.496978138563,126.685394258911,0325837767,,http://www.entas.co.kr/brand/view/1,,"소양념갈비, 런치 숯불갈비살 한정식", ,11:30-22:00<br>/브레이크 타임 (평일)15:00~17:00,가능(단품 메뉴 포장 가능),있음(30대)/무료,,연중무휴,,,2025-10-03 08:30:08.637409000
ITD21120710094705275,선창집 장어구이,인천 강화군 선원면 해안동로 1199,,37.721831821833,126.513275565274,0329337628,,,,숯불장어구이, ,매일 11:30~21:00<br>브레이크 타임 없음,가능,"있음(40대, 주차요금 무료)",,"명절 기간 휴무, 매달 2번째 화요일 정기 휴무",,,2025-10-03 08:30:08.637409000
ITD21120710170669439,섬사랑굴사랑,인천 옹진군 북도면 모도로50번길 10,,37.535774980155,126.413101580662,0327527441,,http://www.ilovemodo.co.kr/,,"우럭매운탕, 물회", ,10:00~20:00<br>브레이크 타임 없음,가능,"있음(10대, 주차요금 무료)",,연중무휴,,,2025-10-03 08:30:08.637409000
ITD21120710213217796,솔향기,인천 강화군 하점면 장정양오길 147,,37.783142077178,126.435211495769,0329339995,,,,강화인삼 오리백숙, ,10:00- 20:00<br>브레이크 타임 없음,가능,"있음(30대, 주차요금 무료)",,연중무휴,,,2025-10-03 08:30:08.637409000
ITD21120710211480680,경복궁 계산점,인천 계양구 도두리로 31-1,,37.534383407675,126.737730499844,0325567776,,http://www.entas.co.kr/brand/view/1,,"런치 한우양념불고기 정식, 런치 한우생불고기 정식", ,11:30 ? 22:00<br>/브레이크 타임 (주중) 15:00~17:00,가능(포장 전용 도시락 메뉴 있음),있음(25대)/무료,,명절 당일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120710301445647,송도갈매기,인천 연수구 능허대로151번길 25,,37.421671200589,126.646917987230,0328310010,,http://sdpood.modoo.at/,,갈매기살, ,11:30-22:00<br>브레이크 타임,일부 품목만 가능,"있음(30대, 주차요금 무료)",,명절 당일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120710323336303,경복궁 구월점,인천 남동구 인주대로 593,,37.450356460398,126.702873928345,0324299999,,http://www.entas.co.kr/brand/view/1,,"양념갈비, 생갈비", ,11:30~22:00<br>/브레이크 타임 (주중)15:00~17:00,가능(도시락 메뉴 포장 가능),있음(약 100대)/무료,,명절 당일,,,2025-10-03 08:30:08.637409000
ITD21120710364779894,송도갈매기 주안점,인천 미추홀구 구월로 23,,37.457895823921,126.692996957480,0324260028,,,,갈매기살, ,11:30~21:30<br>브레이크 타임 없음,가능,"있음(30대, 주차요금 무료)",,명절 당일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120710495901835,송도골,인천 미추홀구 능해길46번길 4,,37.458651183738,126.639805143154,0328817076,,,,선지해장국, ,평일 08:00~22:00<br>주말 08:00~21:00<br>브레이크 타임 없음,가능,"있음(7대, 주차요금 무료)",,명절 당일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120710492378199,경복궁 부평점,인천 부평구 길주로 643,,37.507221063406,126.734195493316,0325243300,,http://www.entas.co.kr/brand/view/1,,"런치숯불갈비살 한정식(점심특선), 한우설화꽃등심 코스", ,11:30~22:00<br>/브레이크 타임 (주중)15:00~17:00,"가능(고기 메뉴, 도시락 메뉴)","있음(40대)/무료/주차권 제공(건물 주차장, 공영주차장)",,명절 기간 휴무,,,2025-10-03 08:30:08.637409000
ITD21120710591928772,송돗골,인천 연수구 앵고개로103번길 15,,37.413652561608,126.657587229910,0328145292,,,,육개장, ,평일 09:00-22:00<br>주말 06:00-22:00<br>브레이크 타임 없음,가능,"있음(40대, 주차요금 무료)",,명절 당일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120711301095477,송림가든,인천 옹진군 덕적면 덕적남로 626-3,,37.224809096976,126.115830296371,0328323649,,,,백반, ,07:00~21:00<br>브레이크 타임 없음,불가,"있음(3대, 주차요금 무료)",,연중무휴,,,2025-10-03 08:30:08.637409000
ITD21120711321250760,경복궁불고기 계산점,인천 계양구 오조산로 17,,37.532369768683,126.737975254477,0325447773,,http://www.entas.co.kr/brand/view/28,,"런치 한우양념불고기 정식,런치 한우생불고기 정식", ,매일 11:30 ? 21:00<br>/브레이크타임 15:00 ~ 17:00,가능 (도시락 메뉴 / 1인 메뉴),"있음/전용 주차장 10대 (무료), 세종병원 주차장 이용시 주차권 제공 (2시간 무료)",,연중무휴,,,2025-10-03 08:30:08.637409000
ITD21120711355137450,송쭈집,인천 연수구 컨벤시아대로 126,,37.392979182329,126.645688890785,0328337892,,,,쭈꾸미, ,11:00~23:00<br>브레이크 타임 없음(점심 이후 재료 소진 시 브레이크 타임 있음),가능,"있음(80대, 주차요금 무료)",,명절 기간 휴무,,,2025-10-03 08:30:08.637409000
ITD21120713063578331,경복궁불고기 송도점,인천 연수구 청량로79번길 21,,37.414531430585,126.657967294670,0328327767,,http://www.entas.co.kr/brand/view/28,,"한우생불고기 정식, 한우양념불고기세트", ,11:30~22:00<br>/브레이크 타임 (주중)15:00~17:00,"가능(도시락 메뉴, 고기 메뉴)",있음(25대)/무료,,연중무휴,,,2025-10-03 08:30:08.637409000
ITD21120713120443770,수밀원,인천 연수구 능허대로 231,,37.415664407119,126.651869189896,0328518889,,,,소쿠리보쌈, ,10:00~22:00<br>브레이크 타임 없음,가능,"있음(50대, 주차요금 무료)",,명절 기간 휴무,,,2025-10-03 08:30:08.637409000
ITD21120713170039892,숙성명작,인천 서구 담지로8번길 14,,37.530802326942,126.661163970756,0325669298,,,,한우등심구이, ,17:00~22:00<br>브레이크타임 없음,가능,"있음(20대, 주차요금 무료)",,매주 월요일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120713212367346,스와갓인디아 레스토랑,인천 연수구 하모니로 124,,37.385661616790,126.645166645438,0328342548,,,,인도커리, ,11:30~22:00<br>브레이크 타임 없음,가능,"있음(120대, 주차요금 무료)",,명절 기간 휴무,,,2025-10-03 08:30:08.637409000
ITD21120713255515205,경복궁삼계탕 삼산점,인천 부평구 평천로 553,,37.516566597490,126.752215055535,0325111494,,http://gyeongbokgung.cityfood.co.kr/,,들깨삼계탕, ,10:30~21:00<br>/(브레이크 타임 없음),가능,있음(30대)/무료,,명절 당일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120713274649304,시골쌈밥,인천 중구 우현로35번길 8,,37.470620427701,126.626883226213,0327770878,,,,웰빙쌈밥, ,11:00~22:00<br>브레이크 타임 15:00~17:00,"가능(쌈밥 제외, 메뉴 한정됨)",,,"매주 첫째주, 셋째주 일요일, 명절 당일 휴무",,,2025-10-03 08:30:08.637409000
ITD21120713414800388,시옌,인천 남동구 인주대로 560,,37.449831853240,126.699083717283,0324314008,,,,"코스요리, 새우볶음밥, 삼선볶음밥, 잡채밥, 짜장면 등", ,11:00~22:00<br>브레이크 타임 없음,가능,"있음(10대, 주차요금 무료)",,명절 당일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120713433667051,경복궁 송도본점,인천 연수구 청량로 120,,37.418135387054,126.654955502164,0328317776,,http://www.entas.co.kr/brand/view/1,,"런치숯불갈비살 한정식(점심특선), 한우설화꽃등심 코스", ,11:30~22:00<br>/브레이크 타임 (주중)15:00~17:00,가능,있음(50대 이상)/무료,,연중무휴,,,2025-10-03 08:30:08.637409000
ITD21120713495004732,식객,인천 옹진군 북도면 장봉로537번길 10,,37.532468729416,126.338077350976,0327528877,,,,"연포탕, 낙지볶음, 삼합탕, 상합칼국수", ,06:00~22:00<br>브레이크 타임 없음,가능,"있음(15대, 주차요금 무료)",,연중무휴,,,2025-10-03 08:30:08.637409000
ITD21120714080998388,경복궁 송림점,인천 서구 백범로 884,2층,37.485980054615,126.660188342348,0325747767,,http://www.entas.co.kr/brand/view/1,,"런치 숯불갈비살 한정식, 한우 꽃등심 코스", ,11:30~22:00<br>/브레이크 타임 (주중)15:00~17:00,"가능(고기 메뉴, 도시락 메뉴)",있음(150대)/무료 (3시간 주차권 제공),,연중무휴,,,2025-10-03 08:30:08.637409000
ITD21120714140902088,신도전망대회집,인천 옹진군 북도면 신도로 183,,37.524702216449,126.432371123889,0327517536,,,,"낙지뚝배기탕, 단호박 바지락칼국수", ,09:30~21:30<br>브레이크 타임 없음,가능,"있음(20대, 주차요금 무료)",,연중무휴,,,2025-10-03 08:30:08.637409000
APD21120710052358525,내일더사랑해,인천광역시 남동구 선수촌공원로23번길 6-17,(구월동),37.441955594000,126.709365714900,,"인천 남동구 구월동에 위치해 있는 반려견 실내 놀이터이자 견주들이 잠시 맡겨 두고 다른 일을 볼 수 있도록 도와주는 반려견 돌봄 시설이다. 바닥에 매트 시공이 되어 있는 실내공간과 인조 잔디가 깔려 있는 야외 테라스 시설을 갖췄다. 반려견 간식과 장난감, 포토존도 마련되어 있다. 장시간 돌봄을 요하는 반려견호텔 시설도 갖추고 있으며, 견주들을 위해 간단한 식사와 음료, 디저트를 판매하고 있다. 13kg 미만의 반려견만 입장 가능하며, 반려견은 입장료 없고 견주는 음료 구매 시 입장료가 없다.",,,,0,,,,,,,,2025-10-03 08:30:08.637409000
APD21120110001295663,스시사쿠 송도점,인천광역시 연수구 송도과학로16번길 13-18,(송도동),37.381084028900,126.660821827000,,"''스시에 꽃이 피다''라는 의미의 스시사쿠는 인천시 연수구 송도에 위치한 정통 스시 전문점이다. 고급스러운 분위기에서 기호에 맞는 세트 메뉴를 골라 먹을 수 있다. 가지 샐러드, 스시, 센동, 디저트 등으로 구성된 런치세트와 디너세트, 그리고 사시미를 판매한다. 특히 스페셜 초밥과 모듬 사시미는 가성비가 좋다. 웨이팅이 있는 경우도 많으므로 특히 저녁 시간을 이용할 경우 미리 예약을 하는 것이 좋다. 인천 1호선 테크노파크역 2번 출구에서 도보로 8분 거리에 위치해 있으며, 차량 방문 시 2시간 무료주차가 가능하다.",http://www.instagram.com/saku0329,가능,모듬 사시미,0,11:30 ~ 21:30 (15:00 ~ 17:30 브레이크타임),가능,주차가능 (2시간 무료),전화,연중무휴,"스시, 사시미, 샐러드, 돈카츠 등",,2025-10-03 08:30:08.637409000
APD21112609180645847,툴롱(toulon),인천광역시 연수구 인천타워대로132번길 30,(송도동),37.386041482300,126.643573262000,,"인천 송도에 위치한 툴롱은 오리 다리로 만든 떠먹는 파스타를 맛볼 수 있는 곳으로 한국판 미슐랭 가이드인 블루리본 서베이에 5년 연속 소개된 레스토랑이자, 17년 경력의 셰프가 자신만의 독특한 레시피를 선보이는 음식점이다. 당일 도축해 염장한 오리고기를 2시간 정도 와인에 숙성하여 구운 야채, 치킨 스톡에 천천히 익혀 라따뚜이를 곁들어 내며, 큼지막한 오리 다리가 통째로 올라간 먹음직스러운 비주얼을 자랑한다.",https://www.instagram.com/songdo_toulon<br>,없음,툴롱 샐러드 / 오리다리 파스타,0,점심 11:30~14:50<br>저녁 17:30~22:00,,가능,,매주 월요일,오리가슴살 스테이크 / 크러스트 감자수프 등,,2025-10-03 08:30:08.637409000
APD21120710052439144,하늘가든하늘장,인천광역시 옹진군 영흥면 영흥로251번길 24,,37.257764698800,126.484813471900,,"인천시가 정한 맛있는 집이자 <생방송투데이>, <찾아라 맛있는 TV>에도 소개된 바지락찌개 전문점이다. 시어머니에게 물려받아 이어온 30년 전통의 바지락고추장찌개는 인천의 바지락과 손수 개발한 육수, 직접 담근 고추장을 넣고 만들어 얼큰하면서도 시원하다. 보통 고추장찌개라 하면 진하면서 텁텁한 국물을 떠올리게 되는데 하늘가든의 바지락고추장찌개는 상상하던 맛과는 다른 독특한 맛을 낸다. 찌개는 호박과 양파, 통통한  바지락살과 수제비를 넣고 육수를 부어 일단 파르르 끓인 후 상에 올린다. 이것을 버너 위에 올려놓고 다시 끓여가면서 먹는데 살짝 익은 바지락부터 건져 먹어야 한다. 국물은 생선매운탕과 일반 고추장찌개의 중간 정도의 맛으로 얼큰하고 깔끔하면서 단맛이 난다. <br>텁텁하지 않고 개운한 국물의 비결은 그때그때 담근 찹쌀고추장이다. 숙성시킨 고추장을 쓰면 텁텁하기 때문에 갓 담근 생고추장을 쓴다. 여기에 고추장 푼 육수를 섞어 팔팔 끓여내는 것이다. 돼지나 소고기 대신 바지락이 들어가는 것도 국물을 시원하게 하는 비결 중의 하나다. 그밖에 회덮밥과 회초밥, 우동이 세트로 나오는 점심 특선메뉴도 인기가 있고 겨울철에는 굴을 주재료로 한 굴고추장찌개가 별미다.",http://instagram.com/skygd1994/,가능,바지락고추장찌개,0,10:00 ~ 22:00 (라스트오더 21:30),가능,가능,전화로 가능,매주 화요일,생낙지철판볶음 / 바지락 고추장찌개 / 바지락칼국수 / 하늘불고기 / 하늘왕갈비탕 등,,2025-10-03 08:30:08.637409000
APD21112609145918845,큰나루밴댕이회무침,인천광역시 남동구 문화서로4번길 61-23,,37.445699409500,126.698366613000,0324213643,"인천의 전통 명물 요리를 맛보고자 한다면 밴댕이회무침이 제격이다. 일상생활의 피곤과 스트레스로 입맛 없을 때 이곳의 매콤한 양념으로 버무린 회무침은 밥도둑이 된다. 그 외에 메뉴로는 전어덮밥, 과메기, 간재미매운탕, 우럭매운탕, 한치회 등 다양한 메뉴가 준비되어 있어 취향껏 메뉴선택이 가능하다는 장점이 있다. 매장은 2층까지 있어 단체로 방문하여 식사하기에도 적합한 식당이다.",,가능,밴댕이회,0,10:00~23:30 (라스트오더 22:30),가능,가능,전화 예약 문의 (032-421-3643),연중무휴,전어덮밥 / 과메기 / 우럭매운탕 / 한치회 / 준치회 등,,2025-10-03 08:30:08.637409000
APD21112609140512930,부암갈비,인천광역시 남동구 용천로 149,(간석동),37.463089338200,126.714325784800,,"1978년 개업한 부암갈비는 인천시 남동구 간석동에 자리 잡고 있다. 수요미식회, 식객 허영만의 백반기행, 백종원의 3대천왕 등 TV 방송의 굵직한 음식 관련 프로그램에 여러 차례 소개된 맛집이다. 대표 메뉴는 음식점 대표가 직접 구워주는 돼지 생갈비다. 불판 위에 꽈리고추를 함께 올려 굽는 것이 특징이다. 돼지 생갈비를 주문하면 갓김치, 고추 장아찌, 갈치속젓이 함께 나온다. 음식점 주변에는 소래포구, 차이나타운, 월미도가 있다.",,가능,돼지 생갈비,0,11:30 ~ 23:00 (브레이크 타임 15:00 ~ 16:00 / 라스트오더 22:30),,가능 <br>요금 (무료),,매월 셋째주 화요일,젓갈볶음밥 / 계란말이 / 된장찌개,,2025-10-03 08:30:08.637409000
APD21120710052469837,무의도데침쌈밥,인천광역시 중구 대무의로 309-15,(무의동),37.389151205600,126.426523526800,,"무의도 데침 쌈밥 집은 무의도에서 직접 재배한 유기농 호박잎, 피마자잎, 곤드레 잎, 케일, 양배추잎 등 5가지 데친 쌈 채소에 직접 개발한 굴쌈 된장을 얹어 싸 먹는 데침쌉밥으로 이름난 맛집이다. ‘NO MSG, 저염’이 기본으로 주인장의 음식 철학이 담뿍 담긴, 먹을수록 건강해지는 건강 밥상이다. 쌈 채소를 데쳐 내는 이유는 영양이 잘 흡수되고 독소도 없애며 소화가 잘되기 때문. 여기에 집된장에 굴을 듬뿍 넣고 조려낸 굴쌈 된장을 바른 뒤 반찬으로 나온 장아찌 한 점을 얹어 싸 먹는다. 반찬으로 나오는 아카시아꽃, 돼지감자, 대파 등으로 만든 장아찌는 다른 음식점에서는 좀처럼 만나기 힘든 별미. 특히 밥 위에 아카시아꽃 장아찌를 더해 한입에 넣으면 씹는 순간 입안에서 터지는 상큼한 꽃향기가 독특하면서도 신선하다. 데침 쌈밥에는 고기가 따라 나오지 않기 때문에 불고기나 간장새우 등을 추가로 주문해서 함께 싸 먹기도 한다. 이름도 재미있는 벌버리묵은 KBS <한국인의 밥상>에서 소개된 바 있는 박대껍질묵. 조려 놓고 보면 어찌나 탱탱한지 벌벌 떨리는 것처럼 보인다 해서 ‘벌버리묵’이란 이름으로 불리는 박대 껍질묵은 드물게 맛볼 수 있는 별미다. 그밖에 돌 밑에 사는 작은 방게를 이용한 방게 튀김, 고추장을 살짝 푼 해물 장칼국수도 있다.",,가능,데침쌈밥정식,0,10:00~20:00 (라스트오더 19:00),,가능,,연중무휴,데침쌈밥+돼지불고기세트 / 데침쌈밥+간장새우세트 / 자연산굴전 등,,2025-10-03 08:30:08.637409000
APD21120710052529543,어부의집,인천광역시 중구 남북로142번길 2,(남북동),37.449174622100,126.417272724800,,"왕산해수욕장 해변가에 위치한 어부의 집은 문을 열면 바로 해수욕장으로 연결될 만큼 바다와 가깝다. 낮에는 어부의 집을 비롯한 주변 횟집들이 해수욕장 모래사장에서 파라솔을 펴고 손님을 맞는데 만조가 되면 파라솔 바로 앞에 찰랑거리는 바다가 펼쳐진다. 직접 잡아오는 제철 해산물을 맛볼 수 있는 곳이다. 각종 활어와 조개, 꽃게 등을 맛볼 수 있다. 직접 조업한 해산물만을 손님상에 내기 때문에 그날 날씨와 어획량 등에 따라 주문이 불가할 수도 있다. 사전에 전화로 문의 후 방문하거나 인스타그램에서 오늘의 메뉴를 확인하는 것이 좋다.",http://instagram.com/oboj9295/,가능,해물칼국수,0,11:00~20:30 (라스트오더 19:30),가능,가능 (바로 앞 공용주차장)<br>요금 (무료),,"매주 월요일 / 매달 마지막 주 월요일, 화요일",자연산회덮밥 / 활전복회덮밥 등,,2025-10-03 08:30:08.637409000
APD21120710052369515,이레식당슈퍼,인천광역시 옹진군 자월면 대이작로70번길 3-15,,37.176678445000,126.254461653900,,"대이작도 선착장에서 해안선을 따라 마을 쪽으로 들어가다 보면 남부초등학교 이작분교장에서 가까운 곳에 이레식당이 있다. 대이작도에 두 개 있다는 식당 중 한 곳이다. 자동차로 3분, 걸어서 10분 거리에 있는 이레식당은 펜션에 부대시설로 딸린 음식점이다. 미색 벽돌집이 화사하게 눈길을 끄는 이 식당은 솜씨 좋은 안주인이 집에서 먹는 밥처럼 차려 내는 음식이 감동적이다. 낚시로 잡아 온 싱싱한 활어로 썰어낸 회도 싱싱하고 푸짐한데 거기 딸려 오는 매운탕으로 포만감 있는 식사를 할 수 있다. 간단한 식사를 원한다면 육개장이나 바지락칼국수, 우거지갈비탕을 선택하면 된다. 한번 맛본 손님들이 강력히 추천하는 이 집 음식의 비결은 주인장 자신이 먹는 밥상과 똑같이 차려 낸다는 것. 단체인 경우는 미리 전화로 주문하면 여행 일정에 맞추어 식사를 준비해 놓는다. 오픈형 주방의 깔끔한 식당은 나무 테이블을 줄줄이 놓아 수십 명의 단체 손님도 거뜬히 소화한다. 식당 내에는 아이스크림과 간단한 과자 등을 파는 간이매점도 딸려 있다. 야외에는 데크 위에 테이블과 의자를 놓아 쉬어 갈 수 있도록 해놓았다.",,가능,꽃게탕,0,07:00~20:00,가능,가능,전화로 가능,연중무휴,우럭탕 / 육개장 / 바지락칼국수 / 우거지갈비탕 등,,2025-10-03 08:30:08.637409000
APD21120710052290314,한자리한턱,인천광역시 강화군 화도면 해안남로 1046,,37.619063999600,126.463947098500,,"강화도 초지대교에서 동막해수욕장 가는 길 오른편에 위치한 한자리한턱은 솜씨 좋은 할머니의 솜씨로 차려낸 집밥 같은 한 끼를 맛볼 수 있는 맛집이다. 제철 수산물을 이용해 맛있는 양념으로 요리해 낸 메인 메뉴와 곁들여 따뜻한 밥 한 끼 배부르게 먹을 수 있다. 매콤하고, 반질반질하게 양념해서 볶거나 구운 주꾸미, 황태 요리 그리고 삼삼하면서도 감칠맛 나는 간장게장이면 밥 한 공기 더 추가는 기본. 좀 더 가볍게 먹고 싶다면 시골밥상이 좋다. 강화도 순무 김치에 고사리, 참나물, 콩나물 등의 나물 반찬과 시골 할머니 손맛이 느껴지는 된장찌개가 나오는데 이 반찬들을 한데 모아서 참기름과 고추장을 넣어 밥과 함께 비벼주면 두 말이 필요 없다. 식당 입구에서부터 눈길을 붙드는 뿌리공예 작품들은 식당 내부에도 엄청 많은데 모두 사장님의 솜씨라고.  식사를 기다리면서 판매도 겸하는 괴목 작품들을 찬찬히 둘러보자.",,가능,게장백반,0,평일 10:00~22:00<br>주말 09:00~20:00,,가능,,연중무휴,황태백반 / 쭈쭈미백반 / 시골밥상 등,,2025-10-03 08:30:08.637409000
APD21120110001455866,자미궁 제빵소,인천광역시 서구 원당대로819번길 38,(원당동),37.595937425800,126.694410003500,,"인천 서구 검단에 위치한 자미궁은 전통 한옥에서 천연발효종으로 만들어진 빵과 커피를 함께 즐길 수 있는 베이커리 카페이다. 전 제품 모두 당일 생산으로 천연 발효종으로 만들어내 더욱더 맛있고 담백한 게 특징이다. 자미궁 건물은 우리나라 풍수학 박사인 박시익 교수의 설계와 전통한옥 대목장 궁궐 목수 정현옥 도편수의 작품으로, 현재 우리나라 목조 한옥 중 가장 큰 규모라고 한다. 정원에 식재된 48여 종의 나무도 모두 풍수에 맞춰 조성했다고 한다. 아름다운 한옥 외관은 물론 넓은 실내에는 한옥과 잘 어울리는 가구들을 배치한 인테리어가 고풍스러워서 빵뿐만 아니라 인테리어 맛집으로도 많은 이들이 찾고 있다. 매장 맞은편에는 약 1,653㎡(500여 평) 규모의 전용 주차장이 있다.",,가능,몽블랑,0,09:00 ~ 22:00,가능,가능,전화 문의,연중무휴,아메리카노 / 돌체라떼 / 초코라떼 / 단호박찰떡 / 연유라우겐 외,,2025-10-03 08:30:08.637409000
APD21112609201260239,태화원,인천광역시 중구 차이나타운로59번길 10,(선린동),37.474075259100,126.618573102700,0327667688,"일제강점기부터 3대째 명맥을 이어오고 있는 중화요리 전문점이다. 인천 차이나타운 중국집 초기 멤버 중 하나로, 여전히 옛 맛을 고수하고 있는 집으로 유명하다. 제철 식재료를 함께 볶아 만드는 인천향토짜장은 인천 토박이들이 가장 좋아하는 요리 중 하나다.",https://www.icjg.go.kr/tour/ctsh0101a/view?seq=92,가능,짜장면,0,[월~금요일] 11:00~21:00 (브레이크타임 15:30~17:00)<br>[토~일요일] 11:00~20:30,가능(일부 메뉴),있음(13대),전화 예약 문의 (032-766-7688),연중무휴,인천향토짜장,,2025-10-03 08:30:08.637409000
APD21112609161960302,[백년가게]돈비어천가,인천광역시 중구 개항로 53-1,,37.472639491200,126.628594450100,,"중소벤처기업부 2019년도 ‘백년가게’로 선정된 곳으로 1984년 ‘태능갈비’로 시작하여 2002년에 돈비어천가로 개명하여 운영하고 있는 곳이다. 숯불에 구워 쉽게 탈 수 있는 돼지갈비의 조리 특성상, 최상의 품질을 위해 종사자가 직접 조리하여 고객에게 최상의 맛을 선보이고 있다. 양념이 자작하게 스며들어 육질이 부드러운 것이 이곳 돼지갈비의 특징이다. 삼겹살은 목우촌중에서도 최상급인 으뜸이라는 브랜드를 사용함으로써 타 업소와 차별화하고 있다. 넓은 주차 공간과 어린이 놀이시설을 보유하고 있으며 매출액의 5%를 적립하여 재방문 고객에게 되돌려주는 방식의 고객카드제를 실시하고 있다.",,,수제 돼지왕갈비,1,- 11:30~21:30<br>- 점심 마지막 주문 14:00<br>- 준비시간 15:00~17:00<br>- 저녁 마지막 주문 20:30,,가능,,매주 화요일,농협 목우촌생삼겹 / 한우육회 / 한우등심 / 수제 함흥냉면 / 왕갈비탕 등,,2025-10-03 08:30:08.637409000
APD21120710052497838,신포닭강정,인천광역시 중구 우현로49번길 3,(신포동),37.471659043500,126.628238954500,,"속초에 만석닭강정이 있다면, 인천에는 신포 닭강정이 있다! TV 먹방 프로그램에 빠지지 않고 단골로 소개되는 신포 닭강정은 인천에 들르는 여행자라면 꼭 들른다는 인천 닭강정의 원조집이다. 인천 중구 신포국제시장 내에 위치한 신포 닭강정은 어느 집인지 간판을 굳이 찾지 않아도 언제나 줄을 길게 서는 집을 찾으면 될 정도다. 홀대기 줄과 포장 줄을 따로설 정도로 사람들이 몰리는데 평일에는 40분 정도, 주말에는 서너 배 더 길게 줄을 서야 한다. 그만큼 시간을 투자하고라도 먹겠다는 의지를 꺾을 수 없을 만큼 맛있는 신포 닭강정은 1985년에 문을 열었다. 신포 닭강정은 가게 앞에 설치된 고열의 가마솥에서 서너 번 튀겨내고 갓 튀겨낸 바삭한 닭은 고온의 불 위에서 매운 양념과 잘 버무린다. 그런 다음 청양고추를 듬뿍 넣고 땅콩 가루를 솔솔 뿌려 마무리한다. 쉴 새 없이 닭강정 만드는 과정이 밖에서 이루어지기 때문에 손님들은 홀린 듯이 그 과정을 지켜볼 수 있다. 이 닭강정은 언제나 불티나게 팔리기 때문에 회전율이 빨라 맛있을 수밖에 없는 데다 식으면 더욱더 맛있어지는 것이 특징이다.",,가능,닭강정,0,10:30~20:00 (라스트오더 19:30),가능,가능,평일 전화예약 가능,매주 월요일,후라이드 등,,2025-10-03 08:30:08.637409000
ITD21120714194600248,신바람볶음닭,인천 미추홀구 한나루로 464,,37.448375768351,126.667940892828,0328887700,,,,웰빙초계탕, ,12:00~22:00<br>브레이크 타임 없음,가능,,,"매월 2,4주 월요일 휴무",,,2025-10-03 08:30:08.637409000
